,Mol_Title,ID,Smiles,Active_NotActive,Morgan
67,ZINC00002614,DUD_er_agonist_D_5,Cc1[nH]cnc1CC1CCc2[nH]c3ccccc3c2C1=O,0,0.14150943396226415
68,ZINC00002831,DUD_er_agonist_D_6,Cc1nc[nH]c1CC(C)C(=O)c1cn(C)c2ccccc12,0,0.16666666666666666
69,ZINC00002831,DUD_er_agonist_D_7,Cc1[nH]c[nH+]c1CC(C)C(=O)c1cn(C)c2ccccc12,0,0.16666666666666666
70,ZINC00002832,DUD_er_agonist_D_8,Cc1nc[nH]c1CCC(=O)c1c(C)n(C)c2ccccc21,0,0.16666666666666666
71,ZINC00002832,DUD_er_agonist_D_9,Cc1[nH]c[nH+]c1CCC(=O)c1c(C)n(C)c2ccccc21,0,0.16666666666666666
72,ZINC00002834,DUD_er_agonist_D_10,Cc1nc[nH]c1CC(C)(C)C(=O)c1cn(C)c2ccccc12,0,0.1523809523809524
73,ZINC00002834,DUD_er_agonist_D_11,Cc1[nH]c[nH+]c1CC(C)(C)C(=O)c1cn(C)c2ccccc12,0,0.1523809523809524
74,ZINC00003434,DUD_er_agonist_D_12,Cc1cc(O)ccc1N1CCc2cc(O)ccc2C1,0,0.25274725274725274
75,ZINC00003629,DUD_er_agonist_D_13,CCOC(=O)C1=C(C)Nc2n[nH]cc2C1c1ccccc1Cl,0,0.1619047619047619
76,ZINC00003629,DUD_er_agonist_D_14,CCOC(=O)C1=C(C)Nc2[nH]ncc2C1c1ccccc1Cl,0,0.1619047619047619
77,ZINC00003728,DUD_er_agonist_D_15,CCC1=C(c2ccc(-n3ccnc3C)cc2)CNC1=O,0,0.20618556701030927
78,ZINC00003728,DUD_er_agonist_D_16,CCC1=C(c2ccc(-n3cc[nH+]c3C)cc2)CNC1=O,0,0.20618556701030927
79,ZINC00003760,DUD_er_agonist_D_17,Cc1nc[nH]c1CCC(=O)c1cn(C)c2ccccc12,0,0.17
80,ZINC00003760,DUD_er_agonist_D_18,Cc1[nH]c[nH+]c1CCC(=O)c1cn(C)c2ccccc12,0,0.17
81,ZINC00003978,DUD_er_agonist_D_19,CC1CC(=O)NN=C1C=Cc1ccc(-n2ccnc2)cc1,0,0.14150943396226415
82,ZINC00004303,DUD_er_agonist_D_20,NC(=S)C(C(=O)OCC1CCCC1)c1ccccn1,0,0.07547169811320754
83,ZINC00004404,DUD_er_agonist_D_21,COc1cc2cc(C3=NNC(=O)CC3C)sc2cc1OC,0,0.12264150943396226
84,ZINC00004619,DUD_er_agonist_D_22,COc1ccccc1-c1csc(Cc2[nH]cnc2C)n1,0,0.16831683168316833
85,ZINC00004619,DUD_er_agonist_D_23,COc1ccccc1-c1csc(Cc2[nH+]c[nH]c2C)n1,0,0.16831683168316833
86,ZINC00004624,DUD_er_agonist_D_24,Cn1cc(C(=O)C2CCc3[nH]cnc3C2)c2ccccc21,0,0.1308411214953271
87,ZINC00004683,DUD_er_agonist_D_25,CC(NC(=S)Nc1ccc(C#N)cc1)C(C)(C)C,0,0.1368421052631579
88,ZINC00005140,DUD_er_agonist_D_26,CC1c2cc(O)c(O)cc2OC1Cc1ccccc1,0,0.2808988764044944
89,ZINC00005569,DUD_er_agonist_D_27,CNc1nc2c(s1)c(C)c(O)c(C)c2Cc1cccnc1,0,0.1553398058252427
90,ZINC00005681,DUD_er_agonist_D_28,C=CC[N+]1(C)CCN(c2nc3ccc(O)cc3s2)CC1,0,0.13592233009708737
91,ZINC00005909,DUD_er_agonist_D_29,Cc1ccc2c(c1O)C(=O)c1c(C)cc(O)cc1C2(C)O,0,0.22105263157894736
92,ZINC00006006,DUD_er_agonist_D_30,Cc1cc(-c2cc(C)c3c(O)cc(O)cc3[o+]2)cc(C)c1O,0,0.22448979591836735
93,ZINC00006052,DUD_er_agonist_D_31,Cc1[nH]cnc1CN1CCN(c2cccc(Cl)c2)C1=O,0,0.14705882352941177
94,ZINC00006959,DUD_er_agonist_D_32,CC1Cc2[nH]cc(C(=O)Nc3ccccc3F)c2C(=O)C1,0,0.13333333333333333
95,ZINC00007254,DUD_er_agonist_D_33,CC12CCC3=C(CCc4cc(O)ccc43)C13CC3CC2O,0,0.14285714285714285
96,ZINC00007265,DUD_er_agonist_D_34,CC(C)n1cc(-c2ccccc2)c2ncnc(N)c21,0,0.16326530612244897
97,ZINC00007287,DUD_er_agonist_D_35,CC12CCc3c4ccc(O)cc4sc3C1CCC2O,0,0.15151515151515152
98,ZINC00007345,DUD_er_agonist_D_36,CC12CCC3=C(CCc4cc(O)ccc43)C1CCC2O,0,0.14705882352941177
99,ZINC00007756,DUD_er_agonist_D_37,COc1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,0,0.2079207920792079
100,ZINC00007756,DUD_er_agonist_D_38,COc1ccc2cc(C(O)(c3c[nH]c[nH+]3)C(C)C)ccc2c1,0,0.2079207920792079
101,ZINC00007756,DUD_er_agonist_D_39,COc1ccc2cc(C(O)(c3cnc[nH]3)C(C)C)ccc2c1,0,0.2079207920792079
102,ZINC00007872,DUD_er_agonist_D_40,Cc1cc(O)c(C)c2sc(NCc3cccnc3)nc21,0,0.19387755102040816
103,ZINC00008167,DUD_er_agonist_D_41,COc1cc(=O)c2cc(C)c(C)cc2n1Cc1ccc(O)cc1,0,0.22772277227722773
104,ZINC00008170,DUD_er_agonist_D_42,Cn1c2ccccc2c2c1CCC(Cn1ccnc1N)C2=O,0,0.14953271028037382
105,ZINC00008269,DUD_er_agonist_D_43,CNC(=S)NCCc1cccc2ccc(OC)cc21,0,0.2
106,ZINC00008591,DUD_er_agonist_D_44,CC1CCC(C(C)(C)O)CC1N(C)c1ncnc2[nH]ccc21,0,0.09009009009009009
107,ZINC00008680,DUD_er_agonist_D_45,CCn1c2c(c(C)c1-c1ccc(O)cc1)CC(=O)CC2,0,0.20833333333333334
108,ZINC00008878,DUD_er_agonist_D_46,CC(C)n1c2cc(-c3cccc([N+](=O)[O-])c3)ccc2[nH]c1=O,0,0.21
109,ZINC00008950,DUD_er_agonist_D_47,O=C1C=C(Nc2ccc3cnn(C4CCCC4)c3c2)CC1,0,0.11926605504587157
110,ZINC00009305,DUD_er_agonist_D_48,CC1c2ccc(O)cc2CCN1c1ccc(O)cc1,0,0.22580645161290322
111,ZINC00009328,DUD_er_agonist_D_49,Cc1cc(-n2cnc(Cn3ccnc3N)c2)ccc1Cl,0,0.15841584158415842
112,ZINC00009328,DUD_er_agonist_D_50,Cc1cc(-n2c[nH+]c(Cn3cc[nH+]c3N)c2)ccc1Cl,0,0.15841584158415842
113,ZINC00009328,DUD_er_agonist_D_51,Cc1cc(-n2cnc(Cn3cc[nH+]c3N)c2)ccc1Cl,0,0.15841584158415842
114,ZINC00009328,DUD_er_agonist_D_52,Cc1cc(-n2c[nH+]c(Cn3ccnc3N)c2)ccc1Cl,0,0.15841584158415842
115,ZINC00009379,DUD_er_agonist_D_53,CC(C)c1cc(-c2csc(=O)[nH]2)cc(C(C)C)c1O,0,0.18085106382978725
116,ZINC00009394,DUD_er_agonist_D_54,Cc1cc(C=O)c(C)n1CCc1c[nH]c2ccccc12,0,0.19387755102040816
117,ZINC00009603,DUD_er_agonist_D_55,CC(C)c1cc(Nc2cccnn2)cc(C(C)(C)C)c1O,0,0.18181818181818182
118,ZINC00009653,DUD_er_agonist_D_56,COc1ccc2c(c1)CCC(Nc1ccc(O)cc1)C2,0,0.1919191919191919
119,ZINC00009661,DUD_er_agonist_D_57,COc1ccc2c(c1)CC(Nc1ccc(O)cc1)C2,0,0.19791666666666666
120,ZINC00009687,DUD_er_agonist_D_58,CC(C)(c1ccc(O)cc1F)C(C)(C)c1ccc(O)cc1F,0,0.2553191489361702
121,ZINC00010950,DUD_er_agonist_D_59,Cc1[nH]cnc1CC1CCc2ccc3ccccc3c2C1=O,0,0.16981132075471697
122,ZINC00011293,DUD_er_agonist_D_60,Cc1[nH]cnc1CC1CCc2[nH]c3c(cccc3F)c2C1=O,0,0.12844036697247707
123,ZINC00011761,DUD_er_agonist_D_61,CC1CC(=O)NN=C1c1ccc(Sc2nccn2C)cc1,0,0.1650485436893204
124,ZINC00011780,DUD_er_agonist_D_62,CC(C(=O)OC1CCCCC1)c1ccc(N)c(Cl)c1,0,0.13
125,ZINC00011787,DUD_er_agonist_D_63,CC(C(=O)CC1CCCCC1)c1ccc(N)cc1Cl,0,0.1188118811881188
126,ZINC00011877,DUD_er_agonist_D_64,COc1ccc(Nc2ccc3[nH]c(=O)oc3c2)c(C)c1C,0,0.1782178217821782
127,ZINC00012150,DUD_er_agonist_D_65,Cc1cc(O)nc(SCc2ccccc2N(C)C)n1,0,0.18947368421052632
128,ZINC00012482,DUD_er_agonist_D_66,CC(C)(C)c1ccc(C(=O)Nc2ccc(O)cc2)cc1,0,0.18556701030927836
129,ZINC00012591,DUD_er_agonist_D_67,Cc1cc(O)ccc1N1CCc2nnc3ccccc3c21,0,0.19801980198019803
130,ZINC00012908,DUD_er_agonist_D_68,Cc1nc2ccc(C(C(C)C)n3ccnc3)cc2[nH]1,0,0.2
131,ZINC00012908,DUD_er_agonist_D_69,Cc1[nH]c2ccc(C(C(C)C)n3ccnc3)cc2[nH+]1,0,0.2
132,ZINC00012908,DUD_er_agonist_D_70,Cc1nc2ccc(C(C(C)C)n3cc[nH+]c3)cc2[nH]1,0,0.2
133,ZINC00012908,DUD_er_agonist_D_71,Cc1[nH]c2ccc(C(C(C)C)n3cc[nH+]c3)cc2[nH+]1,0,0.2
134,ZINC00013024,DUD_er_agonist_D_72,C=CCc1cc(C(=O)c2cccs2)c2occ(C)c2c1O,0,0.16666666666666666
135,ZINC00013208,DUD_er_agonist_D_73,Cc1nc[nH]c1CNC(=O)c1cn(C)c2ccccc12,0,0.15841584158415842
136,ZINC00013208,DUD_er_agonist_D_74,Cc1[nH]c[nH+]c1CNC(=O)c1cn(C)c2ccccc12,0,0.15841584158415842
137,ZINC00014171,DUD_er_agonist_D_75,COc1cc2c(cc1OC)C(C)=[N+]([O-])C(c1ccccc1)N2,0,0.17307692307692307
138,ZINC00015584,DUD_er_agonist_D_76,CCOc1ccc(N2Cc3cnc(C)c(O)c3C2)cc1,0,0.21875
139,ZINC00015588,DUD_er_agonist_D_77,COc1cc(O)ccc1N1Cc2cnc(C)c(O)c2C1,0,0.1958762886597938
140,ZINC00016008,DUD_er_agonist_D_78,Cc1c2c(c(C)c(N)c1C)C(c1cccnc1)C(C)(C)O2,0,0.125
141,ZINC00016144,DUD_er_agonist_D_79,COc1cccc2nc(C3CCc4[nH]cnc4C3)[nH]c21,0,0.12264150943396226
142,ZINC00016144,DUD_er_agonist_D_80,COc1cccc2[nH]c(C3CCc4[nH]cnc4C3)nc21,0,0.12264150943396226
143,ZINC00016144,DUD_er_agonist_D_81,COc1cccc2nc(C3CCc4nc[nH]c4C3)[nH]c21,0,0.12264150943396226
144,ZINC00016144,DUD_er_agonist_D_82,COc1cccc2nc(C3CCc4[nH]c[nH+]c4C3)[nH]c21,0,0.12264150943396226
145,ZINC00016716,DUD_er_agonist_D_83,CCC1(c2c[nH]cn2)Cc2cc(Cl)c([N+](=O)[O-])cc2C1,0,0.13725490196078433
146,ZINC00017354,DUD_er_agonist_D_84,CC1(C)C(=O)CCC23Oc4cccc(O)c4CC2(C)CCCC13,0,0.12727272727272726
147,ZINC00018239,DUD_er_agonist_D_85,CC12CCC3C(Cc4c[nH]c5c4C3(C)C=CC5=O)C1CCC2O,0,0.08695652173913043
148,ZINC00018501,DUD_er_agonist_D_86,Cc1[nH]cnc1CN1CCN(c2cccc(C)c2)C1=O,0,0.15841584158415842
149,ZINC00018758,DUD_er_agonist_D_87,CC(C)(C)Nc1ccc(Sc2ccc(N)cc2)cc1,0,0.16494845360824742
150,ZINC00019140,DUD_er_agonist_D_88,C=CC[N+]1(C)CCN(c2nc3ccc(O)cc3o2)CC1,0,0.13592233009708737
151,ZINC00019492,DUD_er_agonist_D_89,C=CCc1ccc2c(c1O)-c1ccc(O)c(CC=C)c1C2=O,0,0.2222222222222222
152,ZINC00019790,DUD_er_agonist_D_90,O=c1oc2c(c(O)c1C(c1ccccc1)C1CC1)CCC2,0,0.1650485436893204
153,ZINC00019791,DUD_er_agonist_D_91,O=c1oc2c(c(O)c1C(c1ccccc1)C1CC1)CCCC2,0,0.16037735849056603
154,ZINC00020022,DUD_er_agonist_D_92,COc1ccc2c(c1)c(SC(C)C)c(C(N)=O)n2C,0,0.14432989690721648
155,ZINC00020300,DUD_er_agonist_D_93,CCOC(=O)c1[nH]c2cc3[nH]ccc3c(C)c2c1C,0,0.15306122448979592
156,ZINC00020337,DUD_er_agonist_D_94,COc1ccc(CC2CCc3ncc(CO)cc3C2)cc1,0,0.19801980198019803
157,ZINC00020469,DUD_er_agonist_D_95,COc1ccc(Sc2cccc(N)c2C#N)cc1OC,0,0.1958762886597938
158,ZINC00021531,DUD_er_agonist_D_96,CCCc1c(O)cc2c(c1O)CCc1ccccc1O2,0,0.24468085106382978
159,ZINC00021711,DUD_er_agonist_D_97,Cc1cc(-c2nc3c4ccsc4ccn3c2N)c(C)o1,0,0.15841584158415842
160,ZINC00021711,DUD_er_agonist_D_98,Cc1cc(-c2[nH+]c3c4ccsc4ccn3c2N)c(C)o1,0,0.15841584158415842
161,ZINC00021711,DUD_er_agonist_D_99,Cc1cc(-c2[nH+]c3c4ccsc4ccn3c2N)c(C)o1,0,0.15841584158415842
162,ZINC00022584,DUD_er_agonist_D_100,CC(C)c1cc(CO)cc(Cl)c1-c1ccc(O)cc1,0,0.28735632183908044
163,ZINC00022646,DUD_er_agonist_D_101,CC1(C)Cc2[nH]cc(C(=O)Nc3ccccc3)c2C(=O)C1,0,0.14423076923076922
164,ZINC00022647,DUD_er_agonist_D_102,CC1(C)Cc2[nH]cc(C(=O)Nc3ccccc3F)c2C(=O)C1,0,0.14150943396226415
165,ZINC00022649,DUD_er_agonist_D_103,CC1Cc2[nH]cc(C(=O)Nc3ccccc3)c2C(=O)C1,0,0.13592233009708737
166,ZINC00022651,DUD_er_agonist_D_104,CC1(C)Cc2[nH]cc(C(=O)Nc3ccsc3)c2C(=O)C1,0,0.11538461538461539
167,ZINC00022657,DUD_er_agonist_D_105,COc1ccc2c(c1)C(c1ccc(N)cc1)=NN=C(C)C2,0,0.18811881188118812
168,ZINC00023041,DUD_er_agonist_D_106,CC(C)c1cc(-c2ccc(F)c3ccccc32)nc(N)[n+]1[O-],0,0.19801980198019803
169,ZINC00023042,DUD_er_agonist_D_107,CC(C)(F)c1cc(-c2ccc(F)c3ccccc32)nc(N)n1,0,0.18627450980392157
170,ZINC00023046,DUD_er_agonist_D_108,CC(C)Cc1cc(-c2ccc(F)c3ccccc32)nc(N)n1,0,0.2079207920792079
171,ZINC00023047,DUD_er_agonist_D_109,CC(C)(C)c1cc(-c2ccc(F)c3ccccc32)nc(N)n1,0,0.18627450980392157
172,ZINC00023114,DUD_er_agonist_D_110,Cc1nc2cccc(NCc3c(C)cccc3C)c2[nH]1,0,0.19387755102040816
173,ZINC00023114,DUD_er_agonist_D_111,Cc1nc2cccc(NCc3c(C)cccc3C)c2[nH]1,0,0.19387755102040816
174,ZINC00023116,DUD_er_agonist_D_112,Cc1nc2cccc(NCc3c(C)cc(F)cc3C)c2[nH]1,0,0.1782178217821782
175,ZINC00023116,DUD_er_agonist_D_113,Cc1nc2cccc(NCc3c(C)cc(F)cc3C)c2[nH]1,0,0.1782178217821782
176,ZINC00023395,DUD_er_agonist_D_114,CC(C)c1nn2ccccc2c1C1=NNC(=O)CC1C,0,0.1262135922330097
177,ZINC00023979,DUD_er_agonist_D_115,Nc1ccc(C2CC(=O)N(C3CCCCC3)C2=O)cc1,0,0.11428571428571428
178,ZINC00024177,DUD_er_agonist_D_116,COc1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1F,0,0.20388349514563106
179,ZINC00024177,DUD_er_agonist_D_117,COc1ccc2cc(C(O)(c3c[nH]c[nH+]3)C(C)C)ccc2c1F,0,0.20388349514563106
180,ZINC00024177,DUD_er_agonist_D_118,COc1ccc2cc(C(O)(c3cnc[nH]3)C(C)C)ccc2c1F,0,0.20388349514563106
181,ZINC00024178,DUD_er_agonist_D_119,CCC(O)(c1c[nH]cn1)c1ccc2cc(OC)ccc2c1,0,0.22448979591836735
182,ZINC00024178,DUD_er_agonist_D_120,CCC(O)(c1c[nH]c[nH+]1)c1ccc2cc(OC)ccc2c1,0,0.22448979591836735
183,ZINC00024178,DUD_er_agonist_D_121,CCC(O)(c1cnc[nH]1)c1ccc2cc(OC)ccc2c1,0,0.22448979591836735
184,ZINC00024360,DUD_er_agonist_D_122,CC1CCC(C(C)(C)O)CC1N(C)c1ncnc2[nH]cc(F)c21,0,0.07894736842105263
185,ZINC00024362,DUD_er_agonist_D_123,OCCN(c1ncnc2[nH]ccc21)C1CCCCCCC1,0,0.08928571428571429
186,ZINC00024486,DUD_er_agonist_D_124,O=c1cc(Cc2c(F)cccc2F)nc(NC2CCCC2)[nH]1,0,0.12844036697247707
187,ZINC00024486,DUD_er_agonist_D_125,O=c1cc(Cc2c(F)cccc2F)[nH]c(NC2CCCC2)n1,0,0.12844036697247707
188,ZINC00024486,DUD_er_agonist_D_126,O=c1cc(Cc2c(F)cccc2F)[nH]c(NC2CCCC2)n1,0,0.12844036697247707
189,ZINC00024486,DUD_er_agonist_D_127,Oc1cc(Cc2c(F)cccc2F)nc(NC2CCCC2)n1,0,0.14953271028037382
190,ZINC00024487,DUD_er_agonist_D_128,Cc1c(Cc2c(F)cccc2F)nc(NC2CCCC2)[nH]c1=O,0,0.11607142857142858
191,ZINC00024487,DUD_er_agonist_D_129,Cc1c(=O)nc(NC2CCCC2)[nH]c1Cc1c(F)cccc1F,0,0.11607142857142858
192,ZINC00024487,DUD_er_agonist_D_130,Cc1c(=O)nc(NC2CCCC2)[nH]c1Cc1c(F)cccc1F,0,0.11607142857142858
193,ZINC00024487,DUD_er_agonist_D_131,Cc1c(O)nc(NC2CCCC2)nc1Cc1c(F)cccc1F,0,0.13636363636363635
194,ZINC00025365,DUD_er_agonist_D_132,Cn1c2ccccc2c2c1CCC(Cc1ncc[nH]1)C2=O,0,0.1523809523809524
195,ZINC00025512,DUD_er_agonist_D_133,Cc1nc2c(NCc3c(C)cccc3O)cccn2c1C,0,0.21428571428571427
196,ZINC00025512,DUD_er_agonist_D_134,Cc1[nH+]c2c(NCc3c(C)cccc3O)cccn2c1C,0,0.21428571428571427
