,Mol_Title,ID,Smiles,Active_NotActive,Morgan
74,ZINC00273529,DUD_ace_D_29,CCN(CC)C(=O)CSc1nc(O)c(Cc2ccccc2)c(=O)[nH]1,0,0.0851063829787234
75,ZINC00313690,DUD_ace_D_30,Cc1ccc(S(=O)(=O)N(CC(N)=O)Cc2ccc(F)cc2)cc1,0,0.08888888888888889
76,ZINC00324189,DUD_ace_D_31,O=C([O-])C(CCC(=O)N1CCCC1)N1C(=O)c2ccccc2C1=O,0,0.21428571428571427
77,ZINC00326099,DUD_ace_D_32,CCCN(CC(=O)Nc1cc(C)on1)C(=O)Nc1cccc(F)c1,0,0.10869565217391304
78,ZINC00326157,DUD_ace_D_33,CCCN(CC(=O)Nc1ccon1)C(=O)Nc1ccccc1F,0,0.1111111111111111
79,ZINC00326163,DUD_ace_D_34,CCCN(CC(=O)Nc1ccon1)C(=O)Nc1ccc(SC)cc1,0,0.10752688172043011
80,ZINC00326170,DUD_ace_D_35,CCCN(CC(=O)Nc1ccon1)C(=O)Nc1cccc(F)c1,0,0.1111111111111111
81,ZINC00326554,DUD_ace_D_36,CCC(C)N(CC(=O)Nc1ccon1)C(=O)Cc1cccs1,0,0.11494252873563218
82,ZINC00344564,DUD_ace_D_37,CCOC(=O)Cc1nnc(NC(=O)Nc2ccccc2)s1,0,0.11764705882352941
83,ZINC00360365,DUD_ace_D_38,CCOc1cc(C(=O)[O-])ccc1OCC(=O)NCc1ccccc1,0,0.14444444444444443
84,ZINC00375139,DUD_ace_D_39,Cc1c(Cl)cnn1C(C)C(=O)NCCn1cc([N+](=O)[O-])cn1,0,0.11764705882352941
85,ZINC00376431,DUD_ace_D_40,NC(=O)CN(C1CCCCC1)S(=O)(=O)c1ccc(Cl)cc1,0,0.10714285714285714
86,ZINC00379122,DUD_ace_D_41,CCOc1ccc(S(=O)(=O)N(CC(N)=O)c2ccc(C)cc2)cc1,0,0.08602150537634409
87,ZINC00379130,DUD_ace_D_42,CC(C)c1ccc(N(CC(N)=O)S(=O)(=O)c2ccccc2)cc1,0,0.07692307692307693
88,ZINC00379665,DUD_ace_D_43,COc1cccc(N(CC(N)=O)S(=O)(=O)c2ccc(C)cc2)c1,0,0.07692307692307693
89,ZINC00379835,DUD_ace_D_44,CCOc1ccccc1N(CC(N)=O)S(=O)(=O)c1ccc(C)cc1,0,0.08602150537634409
90,ZINC00379841,DUD_ace_D_45,COc1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(C)cc2)cc1,0,0.07692307692307693
91,ZINC00382800,DUD_ace_D_46,CCN(CC)C(=O)CSc1nc(N)c(-c2ccccc2)c(O)n1,0,0.07608695652173914
92,ZINC00386460,DUD_ace_D_47,COc1ccc(CNC(=O)CSc2ncnc3nc[nH]c32)cc1,0,0.07368421052631578
93,ZINC00410679,DUD_ace_D_48,CCn1c(CNc2c(C)cccc2C)nnc1SCC(N)=O,0,0.09090909090909091
94,ZINC00412457,DUD_ace_D_49,NC(=O)CSc1nnc(COc2ccccc2)n1CC1CCCO1,0,0.10526315789473684
95,ZINC00412458,DUD_ace_D_50,NC(=O)CSc1nnc(COc2ccccc2)n1CC1CCCO1,0,0.10526315789473684
96,ZINC00416578,DUD_ace_D_51,Cc1ccc(OCc2nnc(NC(=O)CCC(=O)[O-])s2)cc1,0,0.15476190476190477
97,ZINC00416719,DUD_ace_D_52,CC(=O)NCC(=O)Nc1cc(NC(=O)c2cccs2)ccc1C,0,0.1
98,ZINC00416832,DUD_ace_D_53,O=C(CSc1nnc(-c2ccc(O)cc2)o1)NC1CCCC1,0,0.08791208791208792
99,ZINC00416834,DUD_ace_D_54,CC(C)N(C(=O)CSc1nnc(-c2ccc(O)cc2)o1)C(C)C,0,0.06521739130434782
100,ZINC00416839,DUD_ace_D_55,CC(C)(C)NC(=O)CSc1nnc(-c2ccc(O)cc2)o1,0,0.06896551724137931
101,ZINC00418612,DUD_ace_D_56,CC(C)(C)c1ccc(OCc2nnc(SCC(N)=O)o2)cc1,0,0.07865168539325842
102,ZINC00418617,DUD_ace_D_57,Cc1cc(C)cc(OCc2nnc(SCC(N)=O)o2)c1,0,0.08333333333333333
103,ZINC00419039,DUD_ace_D_58,COc1cccc(OCc2nnc(SCC(N)=O)n2C)c1,0,0.09302325581395349
104,ZINC00419051,DUD_ace_D_59,CCn1c(COc2cccc(OC)c2)nnc1SCC(N)=O,0,0.0898876404494382
105,ZINC00419154,DUD_ace_D_60,CCn1c(COc2ccc(Cl)c(C)c2)nnc1SCC(N)=O,0,0.09090909090909091
106,ZINC00419159,DUD_ace_D_61,CCc1ccc(OCc2nnc(SCC(N)=O)n2CC)cc1,0,0.0898876404494382
107,ZINC00419245,DUD_ace_D_62,CCn1c(COc2ccc(C)cc2)nnc1SCC(N)=O,0,0.09302325581395349
108,ZINC00419259,DUD_ace_D_63,CCn1c(COc2ccccc2)nnc1SCC(N)=O,0,0.09523809523809523
109,ZINC00419278,DUD_ace_D_64,CCn1c(COc2cccc(C)c2)nnc1SCC(N)=O,0,0.09302325581395349
110,ZINC00419288,DUD_ace_D_65,CCn1c(COc2ccccc2C)nnc1SCC(N)=O,0,0.09302325581395349
111,ZINC00419620,DUD_ace_D_66,CCn1c(COc2ccccc2OC)nnc1SCC(N)=O,0,0.0898876404494382
112,ZINC00419626,DUD_ace_D_67,COc1ccccc1OCc1nnc(SCC(N)=O)n1C,0,0.09302325581395349
113,ZINC00420479,DUD_ace_D_68,Cc1ccccc1OCc1nnc(SCC(N)=O)n1C,0,0.0963855421686747
114,ZINC00420510,DUD_ace_D_69,Cc1cc(OCc2nnc(SCC(N)=O)n2C)ccc1Cl,0,0.09411764705882353
115,ZINC00420580,DUD_ace_D_70,Cc1ccc(OCc2nnc(SCC(N)=O)n2C)cc1,0,0.0963855421686747
116,ZINC00420614,DUD_ace_D_71,Cc1cccc(OCc2nnc(SCC(N)=O)n2C)c1,0,0.0963855421686747
117,ZINC00420634,DUD_ace_D_72,Cn1c(CCc2nc3ccccc3[nH]2)nnc1SCC(N)=O,0,0.08888888888888889
118,ZINC00420707,DUD_ace_D_73,Cn1c2nc(SCC(=O)NCc3ccco3)[nH]c2c(=O)n(C)c1=O,0,0.0967741935483871
119,ZINC00420707,DUD_ace_D_74,Cn1c2[nH]c(SCC(=O)NCc3ccco3)nc2c(=O)n(C)c1=O,0,0.0967741935483871
120,ZINC00420707,DUD_ace_D_75,Cn1c2[nH+]c(SCC(=O)NCc3ccco3)[nH]c2c(=O)n(C)c1=O,0,0.0967741935483871
121,ZINC00420955,DUD_ace_D_76,COc1ccccc1-c1nnc(SCC(N)=O)n1Cc1ccco1,0,0.08333333333333333
122,ZINC00420965,DUD_ace_D_77,CCOC(=O)c1cnc(SCC(=O)NCc2ccco2)nc1N,0,0.1111111111111111
123,ZINC00421340,DUD_ace_D_78,CCc1ccc(OCc2nnc(SCC(N)=O)o2)cc1,0,0.08235294117647059
124,ZINC00421421,DUD_ace_D_79,CCn1c(COc2ccc(Cl)cc2)nnc1SCC(N)=O,0,0.09302325581395349
125,ZINC00421567,DUD_ace_D_80,COc1ccc(OCc2nnc(SCC(N)=O)n2C)cc1,0,0.09302325581395349
126,ZINC00421574,DUD_ace_D_81,CCn1c(CNc2ccc(F)cc2)nnc1SCC(N)=O,0,0.09302325581395349
127,ZINC00421600,DUD_ace_D_82,Cc1cc(SCC(N)=O)nc(SCC(=O)c2ccccc2)n1,0,0.11494252873563218
128,ZINC00422014,DUD_ace_D_83,COc1ccc(NCc2nnc(SCC(N)=O)n2C)cc1,0,0.09302325581395349
129,ZINC00422054,DUD_ace_D_84,Cc1ccc(NCc2nnc(SCC(N)=O)n2C)cc1,0,0.0963855421686747
130,ZINC00422097,DUD_ace_D_85,CCn1c(CNc2ccccc2Cl)nnc1SCC(N)=O,0,0.09302325581395349
131,ZINC00422256,DUD_ace_D_86,CCn1c(COc2ccc(OC)cc2)nnc1SCC(N)=O,0,0.0898876404494382
132,ZINC00422468,DUD_ace_D_87,CCn1c(CNc2ccc(C)cc2)nnc1SCC(N)=O,0,0.09302325581395349
133,ZINC00423021,DUD_ace_D_88,COc1ccc(CNC(=O)Cn2c(=O)[nH]c3ccsc3c2=O)cc1,0,0.09574468085106383
134,ZINC00424869,DUD_ace_D_89,CCC(C)C1N=C2c3ccccc3N=C(SCC(N)=O)N2C1=O,0,0.1
135,ZINC00424870,DUD_ace_D_90,CCC(C)C1N=C2c3ccccc3N=C(SCC(N)=O)N2C1=O,0,0.1
136,ZINC00424871,DUD_ace_D_91,CCC(C)C1N=C2c3ccccc3N=C(SCC(N)=O)N2C1=O,0,0.1
137,ZINC00424872,DUD_ace_D_92,CCC(C)C1N=C2c3ccccc3N=C(SCC(N)=O)N2C1=O,0,0.1
138,ZINC00454623,DUD_ace_D_93,CCOC(=O)c1ccc(CNC(=O)CCC(=O)[O-])cc1,0,0.16883116883116883
139,ZINC00466617,DUD_ace_D_94,C=CCn1c(SCC(N)=O)nc2scc(-c3ccco3)c2c1=O,0,0.0989010989010989
140,ZINC00468137,DUD_ace_D_95,Cc1cc(=O)[nH]c(SCC(=O)NCCc2ccccc2)n1,0,0.09195402298850575
141,ZINC00468137,DUD_ace_D_96,Cc1cc(O)nc(SCC(=O)NCCc2ccccc2)n1,0,0.07954545454545454
142,ZINC00468137,DUD_ace_D_97,Cc1cc(O)nc(SCC(=O)NCCc2ccccc2)n1,0,0.07954545454545454
143,ZINC00496243,DUD_ace_D_98,CC(C)COC(=O)n1c2ccccc2nc1SCC(N)=O,0,0.13414634146341464
144,ZINC00496243,DUD_ace_D_99,CC(C)COC(=O)n1c2ccccc2[nH+]c1SCC(N)=O,0,0.13414634146341464
145,ZINC00498511,DUD_ace_D_100,CCc1ccc(C=Nn2cnnc2SCC(N)=O)cc1,0,0.09523809523809523
146,ZINC00510176,DUD_ace_D_101,CC(C)C(=O)Nc1nnc(CC(=O)NCc2ccccc2)s1,0,0.11494252873563218
147,ZINC00524985,DUD_ace_D_102,Cc1sc2nc(SCC(N)=O)n(Cc3ccco3)c(=O)c2c1C,0,0.1
148,ZINC00536933,DUD_ace_D_103,CCc1nnc(NC(=O)CCC(=O)NCc2ccccc2)s1,0,0.12643678160919541
149,ZINC00537576,DUD_ace_D_104,CC(C)COn1c(SCC(N)=O)nc2ccccc2c1=O,0,0.10714285714285714
150,ZINC00538768,DUD_ace_D_105,CCc1nnc(NC(=O)CCC(=O)NCc2ccco2)s1,0,0.13095238095238096
151,ZINC00538872,DUD_ace_D_106,CCc1nnc(NC(=O)CCC(=O)NCc2ccccn2)s1,0,0.12643678160919541
152,ZINC00539683,DUD_ace_D_107,CC(C)COn1c(SC(C)C(N)=O)nc2ccccc2c1=O,0,0.09195402298850575
153,ZINC00539684,DUD_ace_D_108,CC(C)COn1c(SC(C)C(N)=O)nc2ccccc2c1=O,0,0.09195402298850575
154,ZINC00540205,DUD_ace_D_109,CC(C)c1nnc(NC(=O)CCC(=O)NCc2ccco2)s1,0,0.12790697674418605
155,ZINC00540639,DUD_ace_D_110,Cc1nnc(NC(=O)CCC(=O)NCc2ccco2)s1,0,0.13580246913580246
156,ZINC00541471,DUD_ace_D_111,CCCc1nnc(NC(=O)CCC(=O)NCc2ccco2)s1,0,0.12643678160919541
157,ZINC00541521,DUD_ace_D_112,Cc1nnc(NC(=O)CCC(=O)NCc2ccccc2)s1,0,0.13095238095238096
158,ZINC00543281,DUD_ace_D_113,Cc1nnc(NC(=O)CCC(=O)NCc2ccccn2)s1,0,0.13095238095238096
159,ZINC00544608,DUD_ace_D_114,CC(C)(C)NC(=O)CSc1nnnn1-c1ccc(O)cc1,0,0.08139534883720931
160,ZINC00547939,DUD_ace_D_115,NC(=O)CSc1nc2ccccc2c(=O)n1CC1CCCCC1,0,0.12222222222222222
161,ZINC00557304,DUD_ace_D_116,Cc1oc2nc(SCC(=O)NCc3cccnc3)nc(N)c2c1C,0,0.07291666666666667
162,ZINC00567040,DUD_ace_D_117,COc1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(F)cc2)cc1,0,0.07692307692307693
163,ZINC00571039,DUD_ace_D_118,Cc1nnc(SCC(N)=O)n1N=Cc1ccc(C)cc1,0,0.08333333333333333
164,ZINC00591590,DUD_ace_D_119,CC(C)(C)CC(NS(=O)(=O)Cc1ccc2sccc2c1)C(=O)NO,0,0.08695652173913043
165,ZINC00591591,DUD_ace_D_120,CC(C)(C)C(NS(=O)(=O)Cc1ccc2sccc2c1)C(=O)NO,0,0.07777777777777778
166,ZINC00602375,DUD_ace_D_121,COc1ccc(C(CC(N)=O)N2C(=O)c3ccccc3C2=O)cc1OC,0,0.08080808080808081
167,ZINC00610255,DUD_ace_D_122,COc1ccc(NC(=O)NCc2ccc(C(=O)[O-])cc2)c(OC)c1,0,0.13333333333333333
168,ZINC00613281,DUD_ace_D_123,CCOc1ccc(Cc2nnc(SCC(N)=O)n2C)cc1,0,0.09302325581395349
169,ZINC00614285,DUD_ace_D_124,Cc1cc(C(=O)[O-])ccc1NC(=O)CNC(=O)C1CCCCC1,0,0.16470588235294117
170,ZINC00622456,DUD_ace_D_125,Cn1c2nc(SCC(N)=O)n(Cc3ccccc3)c2c(=O)n(C)c1=O,0,0.09473684210526316
171,ZINC00625453,DUD_ace_D_126,Cn1c2nc(SCC(N)=O)n(Cc3ccccc3Cl)c2c(=O)n(C)c1=O,0,0.09278350515463918
172,ZINC00625453,DUD_ace_D_127,Cn1c2[nH+]c(SCC(N)=O)n(Cc3ccccc3Cl)c2c(=O)n(C)c1=O,0,0.09278350515463918
173,ZINC00652448,DUD_ace_D_128,COc1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(C)cc2)cc1Cl,0,0.07526881720430108
174,ZINC00800020,DUD_ace_D_129,O=C([O-])c1cccc(NC(C(=O)NCC2CCCO2)c2cccs2)c1,0,0.15053763440860216
175,ZINC00800021,DUD_ace_D_130,O=C([O-])c1cccc(NC(C(=O)NCC2CCCO2)c2cccs2)c1,0,0.15053763440860216
176,ZINC00800022,DUD_ace_D_131,O=C([O-])c1cccc(NC(C(=O)NCC2CCCO2)c2cccs2)c1,0,0.15053763440860216
177,ZINC00800023,DUD_ace_D_132,O=C([O-])c1cccc(NC(C(=O)NCC2CCCO2)c2cccs2)c1,0,0.15053763440860216
178,ZINC00808158,DUD_ace_D_133,O=C([O-])C1CC=CCC1C(=O)NCCc1ccncc1,0,0.1794871794871795
179,ZINC00808159,DUD_ace_D_134,O=C([O-])C1CC=CCC1C(=O)NCCc1ccncc1,0,0.1794871794871795
180,ZINC00808160,DUD_ace_D_135,O=C([O-])C1CC=CCC1C(=O)NCCc1ccncc1,0,0.1794871794871795
181,ZINC00808161,DUD_ace_D_136,O=C([O-])C1CC=CCC1C(=O)NCCc1ccncc1,0,0.1794871794871795
182,ZINC00813601,DUD_ace_D_137,CN(C)c1ccc(CN2CC34C=CC(O3)C(C(=O)[O-])C4C2=O)cc1,0,0.12087912087912088
183,ZINC00822453,DUD_ace_D_138,COc1ccc(C=NNC(=O)Nc2cccc3nsnc32)c(OC)c1,0,0.049019607843137254
184,ZINC00824182,DUD_ace_D_139,CCOc1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(SC)cc2)cc1,0,0.08333333333333333
185,ZINC00827458,DUD_ace_D_140,CSc1ccc(S(=O)(=O)N(CC(N)=O)c2ccc(C)cc2)cc1,0,0.07692307692307693
186,ZINC00857990,DUD_ace_D_141,CCOc1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,0,0.08602150537634409
187,ZINC00904437,DUD_ace_D_142,NC(=O)CSc1nnc(Cc2ccccc2)n1CC1CCCO1,0,0.10869565217391304
188,ZINC00904439,DUD_ace_D_143,NC(=O)CSc1nnc(Cc2ccccc2)n1CC1CCCO1,0,0.10869565217391304
189,ZINC00930530,DUD_ace_D_144,Cn1c2nc(SCC(N)=O)n(Cc3ccc(F)cc3)c2c(=O)n(C)c1=O,0,0.09278350515463918
190,ZINC00972349,DUD_ace_D_145,COc1ccc(S(=O)(=O)N(CC(N)=O)c2ccc(C)cc2)cc1Br,0,0.07526881720430108
191,ZINC00983044,DUD_ace_D_146,O=C(CNS(=O)(=O)c1ccc(Cl)cc1)NCC1CCCO1,0,0.11904761904761904
192,ZINC00998160,DUD_ace_D_147,C=CCn1c(CNc2ccccc2)nnc1SCC(N)=O,0,0.09195402298850575
193,ZINC01050797,DUD_ace_D_148,COc1ccc(C)cc1S(=O)(=O)N(CC(N)=O)c1ccc(Cl)cc1,0,0.07526881720430108
194,ZINC01061869,DUD_ace_D_149,C=CCn1c(COc2ccccc2C)nnc1SCC(N)=O,0,0.0898876404494382
195,ZINC01066642,DUD_ace_D_150,Cc1ccc(C(=O)CC2(O)c3ccccc3N(CC(N)=O)C2=O)s1,0,0.12222222222222222
196,ZINC01076662,DUD_ace_D_151,CCOc1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(F)cc2)cc1,0,0.08602150537634409
197,ZINC01077063,DUD_ace_D_152,C=CCn1c(SCC(N)=O)nnc1-c1ccc(OC)cc1,0,0.09302325581395349
198,ZINC01080659,DUD_ace_D_153,COc1ccc(F)cc1S(=O)(=O)NC(Cc1ccccc1)C(N)=O,0,0.07446808510638298
